season,year,scheme,state,district,crop,insurance_comp,sum_insured,farmer_share,acturial_rate,cut_off_date,area,premium_paid_farmer,premium_paid_goi
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Sitapur,Groundnut (Pea Nut),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,58202,2,6.67,"7/31/2019, 2:29:59 PM",1,1164.04,2718.0334
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Sitapur,Paddy (Dhan),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,67471,2,5.1,"7/31/2019, 2:29:59 PM",1,1349.42,2091.6009999999997
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Sitapur,Maize (Makka),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,39716,2,14.23,"7/31/2019, 2:29:59 PM",1,794.32,4857.2668
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Sitapur,Pigeon Pea (Red Gram/Arhar/Tur),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,27632,2,6.48,"7/31/2019, 2:29:59 PM",1,552.64,1237.9136
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Sitapur,Sesame (Gingelly/Til)/Sesamum,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,13236,2,23.06,"7/31/2019, 2:29:59 PM",1,264.72,2787.5015999999996
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Sitapur,Sorghum (Jowar/Great Millet),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,26102,2,13.46,"7/31/2019, 2:29:59 PM",1,522.04,2991.2892000000006
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,West Bengal,Uttar Dinajpur,Paddy - Aus,HDFC ERGO GENERAL INSURANCE CO. LTD.,65875,0,2.81,"6/30/2018, 2:29:59 PM",1,0,1851.0875
Kharif,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Tikamgarh,Brinjal,HDFC ERGO GENERAL INSURANCE CO. LTD.,63200,5,5.65,"8/15/2018, 2:29:59 PM",1,3160,410.80000000000024
Kharif,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Tikamgarh,Onion,HDFC ERGO GENERAL INSURANCE CO. LTD.,63200,5,5.65,"8/15/2018, 2:29:59 PM",1,3160,410.80000000000024
Kharif,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Tikamgarh,Chillies,HDFC ERGO GENERAL INSURANCE CO. LTD.,68185,5,7.7,"8/15/2018, 2:29:59 PM",1,3409.25,1840.995
Kharif,2018,Weather Based Crop Insurance Scheme,Madhya Pradesh,Tikamgarh,Tomato,HDFC ERGO GENERAL INSURANCE CO. LTD.,63200,5,5.65,"8/15/2018, 2:29:59 PM",1,3160,410.80000000000024
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Apple - 15 To 40 Years,AGRICULTURE INSURANCE COMPANY,2000,5,10,"12/31/2017, 1:29:59 PM",1,100,100
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Apple - 5 To 15 Years,AGRICULTURE INSURANCE COMPANY,1000,5,10,"12/31/2017, 1:29:59 PM",1,50,50
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Litchi - 11 To 30 Years,AGRICULTURE INSURANCE COMPANY,1000,5,5,"12/31/2017, 1:29:59 PM",1,50,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Malta - 05 To 10 Years,AGRICULTURE INSURANCE COMPANY,500,5,5,"12/31/2017, 1:29:59 PM",1,25,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Litchi - 51 To 10 Years,AGRICULTURE INSURANCE COMPANY,500,5,5,"12/31/2017, 1:29:59 PM",1,25,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Malta - 11 To 25 Years,AGRICULTURE INSURANCE COMPANY,1000,5,5,"12/31/2017, 1:29:59 PM",1,50,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Mango - 5 To 15 Years,AGRICULTURE INSURANCE COMPANY,500,5,5,"12/31/2017, 1:29:59 PM",1,25,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Mango - 16 To 50 Years,AGRICULTURE INSURANCE COMPANY,1000,5,5,"12/31/2017, 1:29:59 PM",1,50,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Mosambi (sweet lime) - 11 To 25 Years,AGRICULTURE INSURANCE COMPANY,1000,5,5,"12/30/2017, 1:30:00 PM",1,50,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Mosambi (sweet lime) - 5 To 10 Years,AGRICULTURE INSURANCE COMPANY,500,5,5,"12/30/2017, 1:30:00 PM",1,25,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Orange - 11 To 25 Years,AGRICULTURE INSURANCE COMPANY,1000,5,5,"12/30/2017, 1:30:00 PM",1,50,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Rudraprayag,Peach - 10 To 25 Years,AGRICULTURE INSURANCE COMPANY,1000,5,5,"12/31/2017, 1:29:59 PM",1,50,0
Kharif,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Bastar,Brinjal,Bajaj Allianz General Insurance Co. Ltd,72000,5,32,"7/30/2017, 2:30:00 PM",1,3600,19440
Kharif,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Bastar,Banana,Bajaj Allianz General Insurance Co. Ltd,178000,5,22,"7/30/2017, 2:30:00 PM",1,8900,30260
Kharif,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Bastar,Chillies,Bajaj Allianz General Insurance Co. Ltd,58000,5,38,"7/30/2017, 2:30:00 PM",1,2900,19140
Kharif,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Bastar,Guava,Bajaj Allianz General Insurance Co. Ltd,18000,5,45,"7/30/2017, 2:30:00 PM",1,900,7200
Kharif,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Bastar,Tomato,Bajaj Allianz General Insurance Co. Ltd,77000,5,22,"7/30/2017, 2:30:00 PM",1,3850,13090
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Gadchiroli,Bengal Gram (Chana),NATIONAL INSURANCE COMPANY LIMITED,24000,1.5,2.28,"1/1/2018, 1:29:59 PM",1,360,187.19999999999996
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Gadchiroli,Wheat - RF,NATIONAL INSURANCE COMPANY LIMITED,30000,1.5,2.32,"1/1/2018, 1:29:59 PM",1,450,245.99999999999997
Kharif,2017,Weather Based Crop Insurance Scheme,Telangana,Sangareddy,Cotton (Kapas),AGRICULTURE INSURANCE COMPANY,82500,5,26,"7/14/2017, 2:30:00 PM",1,4125,17325
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Nashik,Cashew,AGRICULTURE INSURANCE COMPANY,83600,5,40,"11/30/2018, 1:29:59 PM",1,4180,29260
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Nashik,Acid Lime,AGRICULTURE INSURANCE COMPANY,66000,5,14,"11/14/2018, 1:29:59 PM",1,3300,5940
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Nashik,Grape,AGRICULTURE INSURANCE COMPANY,308000,5,15.9,"10/15/2018, 2:29:59 PM",1,15400,33572
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Nashik,Guava,AGRICULTURE INSURANCE COMPANY,55000,5,55,"10/31/2018, 2:29:59 PM",1,2750,27500
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Nashik,Pomegranate,AGRICULTURE INSURANCE COMPANY,121000,5,18,"10/31/2018, 2:29:59 PM",1,6050,15730
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Nashik,Mango,AGRICULTURE INSURANCE COMPANY,121000,5,35,"12/31/2018, 1:29:59 PM",1,6050,36300
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Odisha,Kendujhar,Maize (Makka),AGRICULTURE INSURANCE COMPANY,44000,2,2,"7/30/2017, 2:30:00 PM",1,880,0
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Odisha,Kendujhar,Paddy (Dhan),AGRICULTURE INSURANCE COMPANY,49750,2,7,"7/30/2017, 2:30:00 PM",1,995,2487.5
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Odisha,Kendujhar,Pigeon Pea (Red Gram/Arhar/Tur),AGRICULTURE INSURANCE COMPANY,34750,2,2,"7/30/2017, 2:30:00 PM",1,695,0
Kharif,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,French Bean - Hills,AGRICULTURE INSURANCE COMPANY,60000,5,5,"6/14/2017, 2:30:00 PM",1,3000,0
Kharif,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Chillies - Hills,AGRICULTURE INSURANCE COMPANY,60000,5,5,"6/14/2017, 2:30:00 PM",1,3000,0
Kharif,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Potato - Hills,AGRICULTURE INSURANCE COMPANY,75000,5,17,"7/30/2017, 2:30:00 PM",1,3750,9000
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Dhar,Cabbage,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,8.5,"1/15/2018, 1:29:59 PM",1,4101.5,2871.05
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Dhar,Brinjal,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,8.5,"1/15/2018, 1:29:59 PM",1,4101.5,2871.05
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Dhar,Cauliflower,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,8.5,"1/15/2018, 1:29:59 PM",1,4101.5,2871.05
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Dhar,Mango,HDFC ERGO GENERAL INSURANCE CO. LTD.,68315,5,6,"1/15/2018, 1:29:59 PM",1,3415.75,683.15
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Dhar,Pomegranate,HDFC ERGO GENERAL INSURANCE CO. LTD.,163800,5,6,"1/15/2018, 1:29:59 PM",1,8190,1638
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Dhar,Potato,HDFC ERGO GENERAL INSURANCE CO. LTD.,105000,5,8,"1/15/2018, 1:29:59 PM",1,5250,3150
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Dhar,Tomato,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,8.5,"1/15/2018, 1:29:59 PM",1,4101.5,2871.05
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Kurnool,Chillies - IR,ORIENTAL INSURANCE,175000,4.6,4.6,"7/31/2018, 2:29:59 PM",1,8049.999999999999,0
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Kurnool,Chillies - RF,ORIENTAL INSURANCE,137500,5,12.65,"7/31/2018, 2:29:59 PM",1,6875,10518.75
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Kurnool,Cotton (Kapas) - RF,ORIENTAL INSURANCE,75000,5,18.98,"7/31/2018, 2:29:59 PM",1,3750,10485
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Kurnool,Onion,ORIENTAL INSURANCE,62500,0.5,0.5,"7/31/2018, 2:29:59 PM",1,312.5,0
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Kurnool,Maize (Makka),ORIENTAL INSURANCE,62500,1.74,1.74,"7/31/2018, 2:29:59 PM",1,1087.5,0
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Kurnool,Paddy (Dhan),ORIENTAL INSURANCE,75000,2,5.79,"8/21/2018, 2:29:59 PM",1,1500,2842.5
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Kurnool,Pigeon Pea (Red Gram/Arhar/Tur),ORIENTAL INSURANCE,35000,1.65,1.65,"7/31/2018, 2:29:59 PM",1,577.5,0
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Kurnool,Sugarcane - Ratoon,ORIENTAL INSURANCE,130000,4.6,4.6,"7/31/2018, 2:29:59 PM",1,5980,0
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Kurnool,Sugarcane - Seasonal/suru/plant,ORIENTAL INSURANCE,155000,4.6,4.6,"7/31/2018, 2:29:59 PM",1,7130,0
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Kurnool,Sunflower (Suryamukhi),ORIENTAL INSURANCE,42500,2,15.36,"7/31/2018, 2:29:59 PM",1,850,5678
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Odisha,Kalahandi,Groundnut (Pea Nut),ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,44750,2,5.13,"7/31/2018, 2:29:59 PM",1,895,1400.675
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Odisha,Kalahandi,Maize (Makka),ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,43500,2,7.78,"7/31/2018, 2:29:59 PM",1,870,2514.3
Kharif,2018,Weather Based Crop Insurance Scheme,Himachal Pradesh,Sirmaur,Ginger,SBI GENERAL INSURANCE,150000,5,8,"6/30/2018, 2:29:59 PM",1,7500,4500
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Odisha,Kalahandi,Pigeon Pea (Red Gram/Arhar/Tur),ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,31500,2,2.5,"7/31/2018, 2:29:59 PM",1,630,157.5
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,West Bengal,Maldah,Maize (Makka),AGRICULTURE INSURANCE COMPANY,57500,0,5,"7/30/2017, 2:30:00 PM",1,0,2875
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,West Bengal,Maldah,Jute,AGRICULTURE INSURANCE COMPANY,52500,0,5,"6/29/2017, 2:30:00 PM",1,0,2625
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,West Bengal,Maldah,Paddy - Aus,AGRICULTURE INSURANCE COMPANY,46700,0,8,"6/29/2017, 2:30:00 PM",1,0,3736
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,West Bengal,Maldah,Paddy - Aman,AGRICULTURE INSURANCE COMPANY,40000,0,2.1,"7/30/2017, 2:30:00 PM",1,0,840
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Sangareddy,Green Gram (Moong),AGRICULTURE INSURANCE COMPANY,37500,2,12,"7/31/2018, 2:29:59 PM",1,750,3750
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Sangareddy,Pigeon Pea (Red Gram/Arhar/Tur),AGRICULTURE INSURANCE COMPANY,35000,2,10,"7/31/2018, 2:29:59 PM",1,700,2800
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Sangareddy,Maize (Makka) - RF,AGRICULTURE INSURANCE COMPANY,50000,2,9,"7/31/2018, 2:29:59 PM",1,1000,3500
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Sangareddy,Sorghum (Jowar/Great Millet) - RF,AGRICULTURE INSURANCE COMPANY,40000,2,5,"7/31/2018, 2:29:59 PM",1,800,1200
Kharif,2019,Weather Based Crop Insurance Scheme,Madhya Pradesh,Dindori,Brinjal,UNITED INDIA INSURANCE CO.,47400,5,10,"7/31/2019, 2:29:59 PM",1,2370,2370
Kharif,2019,Weather Based Crop Insurance Scheme,Madhya Pradesh,Dindori,Chillies,UNITED INDIA INSURANCE CO.,51138.75,5,10,"7/31/2019, 2:29:59 PM",1,2556.9375,2556.9375
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Jammu And Kashmir,Rajouri,Maize (Makka),ORIENTAL INSURANCE,80000,2,6,"7/31/2018, 2:29:59 PM",1,1600,3200
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Jammu And Kashmir,Rajouri,Paddy (Dhan),ORIENTAL INSURANCE,100000,2,13,"7/31/2018, 2:29:59 PM",1,2000,11000
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Jammu And Kashmir,Samba,Maize (Makka),ORIENTAL INSURANCE,80000,2,15,"7/31/2018, 2:29:59 PM",1,1600,10400
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Dhule,Banana - Tissue Culture,AGRICULTURE INSURANCE COMPANY,132000,5,20,"10/31/2018, 2:29:59 PM",1,6600,19800
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Dhule,Acid Lime,AGRICULTURE INSURANCE COMPANY,66000,5,16,"11/14/2018, 1:29:59 PM",1,3300,7260
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Dhule,Grape,AGRICULTURE INSURANCE COMPANY,308000,5,14,"10/15/2018, 2:29:59 PM",1,15400,27720
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Dhule,Guava,AGRICULTURE INSURANCE COMPANY,55000,5,32,"10/31/2018, 2:29:59 PM",1,2750,14850
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Dhule,Mango,AGRICULTURE INSURANCE COMPANY,121000,5,33,"12/31/2018, 1:29:59 PM",1,6050,33880
Rabi,2018,Weather Based Crop Insurance Scheme,Maharashtra,Dhule,Pomegranate,AGRICULTURE INSURANCE COMPANY,121000,5,14,"10/31/2018, 2:29:59 PM",1,6050,10890
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Alirajpur,Brinjal,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,6,"1/15/2018, 1:29:59 PM",1,4101.5,820.3
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Alirajpur,Cabbage,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,6,"1/15/2018, 1:29:59 PM",1,4101.5,820.3
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Alirajpur,Coriander,HDFC ERGO GENERAL INSURANCE CO. LTD.,34125,5,5.5,"1/15/2018, 1:29:59 PM",1,1706.25,170.625
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Alirajpur,Cauliflower,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,6,"1/15/2018, 1:29:59 PM",1,4101.5,820.3
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Alirajpur,Garlic,HDFC ERGO GENERAL INSURANCE CO. LTD.,63100,5,5.5,"1/15/2018, 1:29:59 PM",1,3155,315.5
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Alirajpur,Mango,HDFC ERGO GENERAL INSURANCE CO. LTD.,68315,5,9,"1/15/2018, 1:29:59 PM",1,3415.75,2732.6
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Alirajpur,Potato,HDFC ERGO GENERAL INSURANCE CO. LTD.,105000,5,5,"1/15/2018, 1:29:59 PM",1,5250,0
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Alirajpur,Onion,HDFC ERGO GENERAL INSURANCE CO. LTD.,63100,5,5.5,"1/15/2018, 1:29:59 PM",1,3155,315.5
Rabi,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Alirajpur,Tomato,HDFC ERGO GENERAL INSURANCE CO. LTD.,82030,5,6,"1/15/2018, 1:29:59 PM",1,4101.5,820.3
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Shrawasti,Paddy (Dhan),NEW INDIA ASSURANCE COMPANY,48100,2,7,"7/31/2019, 2:29:59 PM",1,962,2405
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Shrawasti,Maize (Makka),NEW INDIA ASSURANCE COMPANY,33100,2,6.5,"7/31/2019, 2:29:59 PM",1,662,1489.5
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Shrawasti,Pigeon Pea (Red Gram/Arhar/Tur),NEW INDIA ASSURANCE COMPANY,29670,2,12,"7/31/2019, 2:29:59 PM",1,593.4,2967
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Janjgir - Champa,Brinjal,Bajaj Allianz General Insurance Co. Ltd,60000,5,14,"12/31/2017, 1:29:59 PM",1,3000,5400
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Janjgir - Champa,Cabbage,Bajaj Allianz General Insurance Co. Ltd,60000,5,8,"12/31/2017, 1:29:59 PM",1,3000,1800
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Janjgir - Champa,Onion,Bajaj Allianz General Insurance Co. Ltd,75000,5,20,"12/31/2017, 1:29:59 PM",1,3750,11250
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Janjgir - Champa,Tomato,Bajaj Allianz General Insurance Co. Ltd,100000,5,20,"12/31/2017, 1:29:59 PM",1,5000,15000
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Janjgir - Champa,Cauliflower,Bajaj Allianz General Insurance Co. Ltd,60000,5,8,"12/31/2017, 1:29:59 PM",1,3000,1800
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Kondagaon,Cabbage,Bajaj Allianz General Insurance Co. Ltd,60000,5,8,"12/31/2017, 1:29:59 PM",1,3000,1800
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Kondagaon,Brinjal,Bajaj Allianz General Insurance Co. Ltd,60000,5,8,"12/31/2017, 1:29:59 PM",1,3000,1800
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Kondagaon,Onion,Bajaj Allianz General Insurance Co. Ltd,75000,5,13,"12/31/2017, 1:29:59 PM",1,3750,6000
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Kondagaon,Cauliflower,Bajaj Allianz General Insurance Co. Ltd,60000,5,8,"12/31/2017, 1:29:59 PM",1,3000,1800
Rabi,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Kondagaon,Tomato,Bajaj Allianz General Insurance Co. Ltd,100000,5,15,"12/31/2017, 1:29:59 PM",1,5000,10000
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Saharanpur,Maize (Makka),SBI GENERAL INSURANCE,19284,2,2.67,"7/31/2018, 2:29:59 PM",1,385.68,129.2028
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Saharanpur,Groundnut (Pea Nut),SBI GENERAL INSURANCE,44820,2,4,"7/31/2018, 2:29:59 PM",1,896.4,896.4
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Saharanpur,Paddy (Dhan),SBI GENERAL INSURANCE,52035,2,3,"7/31/2018, 2:29:59 PM",1,1040.7,520.35
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Apple - 5 To 15 Years,AGRICULTURE INSURANCE COMPANY,1000,5,10,"12/31/2017, 1:29:59 PM",1,50,50
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Apple - 15 To 40 Years,AGRICULTURE INSURANCE COMPANY,2000,5,10,"12/31/2017, 1:29:59 PM",1,100,100
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Litchi - 51 To 10 Years,AGRICULTURE INSURANCE COMPANY,500,5,5,"12/31/2017, 1:29:59 PM",1,25,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Litchi - 11 To 30 Years,AGRICULTURE INSURANCE COMPANY,1000,5,5,"12/31/2017, 1:29:59 PM",1,50,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Malta - 11 To 25 Years,AGRICULTURE INSURANCE COMPANY,1000,5,5,"12/31/2017, 1:29:59 PM",1,50,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Malta - 05 To 10 Years,AGRICULTURE INSURANCE COMPANY,500,5,5,"12/31/2017, 1:29:59 PM",1,25,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Mango - 16 To 50 Years,AGRICULTURE INSURANCE COMPANY,1000,5,10,"12/31/2017, 1:29:59 PM",1,50,50
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Mango - 5 To 15 Years,AGRICULTURE INSURANCE COMPANY,500,5,10,"12/31/2017, 1:29:59 PM",1,25,25
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Mosambi (sweet lime) - 5 To 10 Years,AGRICULTURE INSURANCE COMPANY,500,5,5,"12/30/2017, 1:30:00 PM",1,25,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Mosambi (sweet lime) - 11 To 25 Years,AGRICULTURE INSURANCE COMPANY,1000,5,5,"12/30/2017, 1:30:00 PM",1,50,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Orange - 11 To 25 Years,AGRICULTURE INSURANCE COMPANY,1000,5,5,"12/30/2017, 1:30:00 PM",1,50,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Peach - 10 To 25 Years,AGRICULTURE INSURANCE COMPANY,1000,5,5,"12/31/2017, 1:29:59 PM",1,50,0
Rabi,2017,Weather Based Crop Insurance Scheme,Uttarakhand,Garhwal,Peach - 5 To 10 Years,AGRICULTURE INSURANCE COMPANY,500,5,5,"12/31/2017, 1:29:59 PM",1,25,0
Kharif,2018,Weather Based Crop Insurance Scheme,Maharashtra,Hingoli,Orange,NEW INDIA ASSURANCE COMPANY,77000,5,20,"6/14/2018, 2:29:59 PM",1,3850,11550
Kharif,2018,Weather Based Crop Insurance Scheme,Maharashtra,Hingoli,Mosambi (sweet lime),NEW INDIA ASSURANCE COMPANY,77000,5,23.15,"6/14/2018, 2:29:59 PM",1,3850,13975.5
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Bihar,Banka,Paddy (Dhan),Cholamandalam MS General Insurance company limited,45000,2,8,"7/30/2017, 2:30:00 PM",1,900,2700
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Bihar,Banka,Maize (Makka),Cholamandalam MS General Insurance company limited,32250,2,5,"7/30/2017, 2:30:00 PM",1,645,967.5
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Ghazipur,Green Gram (Moong),IFFCO TOKIO GENERAL INSURANCE CO. LTD.,22575,2,2,"7/31/2019, 2:29:59 PM",1,451.5,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Ghazipur,Black Gram (Urad),IFFCO TOKIO GENERAL INSURANCE CO. LTD.,22575,2,2,"7/31/2019, 2:29:59 PM",1,451.5,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Ghazipur,Groundnut (Pea Nut),IFFCO TOKIO GENERAL INSURANCE CO. LTD.,31500,2,2,"7/31/2019, 2:29:59 PM",1,630,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Ghazipur,Paddy (Dhan),IFFCO TOKIO GENERAL INSURANCE CO. LTD.,56850,2,7.08,"7/31/2019, 2:29:59 PM",1,1137,2887.98
